season,phase,date,home_team,away_team,home_goals,away_goals,result,goal_diff,total_goals,home_pts,away_pts
2019,Finalización,2019-07-27,Boyacá Chicó,Patriotas,3,2,H,1,5,3,0
2019,Finalización,2019-07-27,Unión Magdalena,América de Cali,3,1,H,2,4,3,0
2019,Finalización,2019-07-28,Once Caldas,Patriotas,1,1,D,0,2,1,1
2019,Finalización,2019-07-28,Alianza Petrolera,Atlético Nacional,1,1,D,0,2,1,1
2019,Finalización,2019-07-28,Junior,Bucaramanga,2,0,H,2,2,3,0
2019,Finalización,2019-08-01,Jaguares,Unión Magdalena,2,0,H,2,2,3,0
2019,Finalización,2019-08-01,La Equidad,Patriotas,1,1,D,0,2,1,1
2019,Finalización,2019-08-01,Bucaramanga,Once Caldas,1,0,H,1,1,3,0
2019,Finalización,2019-08-01,Unión Magdalena,Envigado,5,0,H,5,5,3,0
2019,Finalización,2019-08-02,Boyacá Chicó,Deportivo Cali,4,1,H,3,5,3,0
2019,Finalización,2019-08-02,Medellín,Deportivo Cali,2,1,H,1,3,3,0
2019,Finalización,2019-08-02,Boyacá Chicó,Bucaramanga,0,2,A,-2,2,0,3
2019,Finalización,2019-08-02,Millonarios,Alianza Petrolera,2,1,H,1,3,3,0
2019,Finalización,2019-08-03,Junior,Alianza Petrolera,1,2,A,-1,3,0,3
2019,Finalización,2019-08-03,Tolima,Deportivo Cali,0,2,A,-2,2,0,3
2019,Finalización,2019-08-04,Atlético Nacional,Pasto,4,2,H,2,6,3,0
2019,Finalización,2019-08-04,América de Cali,Águilas Doradas,2,0,H,2,2,3,0
2019,Finalización,2019-08-04,Atlético Nacional,Deportivo Cali,2,1,H,1,3,3,0
2019,Finalización,2019-08-04,Pasto,Bucaramanga,1,2,A,-1,3,0,3
2019,Finalización,2019-08-04,Atlético Nacional,Boyacá Chicó,1,4,A,-3,5,0,3
2019,Finalización,2019-08-04,Atlético Nacional,Bucaramanga,0,0,D,0,0,1,1
2019,Finalización,2019-08-04,Pasto,Atlético Nacional,2,1,H,1,3,3,0
2019,Finalización,2019-08-04,Pasto,Deportivo Cali,5,3,H,2,8,3,0
2019,Finalización,2019-08-05,Santa Fe,Jaguares,0,0,D,0,0,1,1
2019,Finalización,2019-08-05,Deportivo Cali,La Equidad,2,0,H,2,2,3,0
2019,Finalización,2019-08-05,Millonarios,Tolima,2,2,D,0,4,1,1
2019,Finalización,2019-08-05,Atlético Nacional,Deportivo Pereira,2,3,A,-1,5,0,3
2019,Finalización,2019-08-05,Jaguares,Deportivo Pereira,6,4,H,2,10,3,0
2019,Finalización,2019-08-06,Boyacá Chicó,Unión Magdalena,2,0,H,2,2,3,0
2019,Finalización,2019-08-06,Pasto,Boyacá Chicó,3,0,H,3,3,3,0
2019,Finalización,2019-08-06,Pasto,Tolima,1,1,D,0,2,1,1
2019,Finalización,2019-08-07,Jaguares,La Equidad,0,2,A,-2,2,0,3
2019,Finalización,2019-08-08,La Equidad,Boyacá Chicó,0,0,D,0,0,1,1
2019,Finalización,2019-08-08,Deportivo Cali,Águilas Doradas,2,1,H,1,3,3,0
2019,Finalización,2019-08-09,Unión Magdalena,Junior,0,1,A,-1,1,0,3
2019,Finalización,2019-08-11,Once Caldas,Envigado,0,1,A,-1,1,0,3
2019,Finalización,2019-08-12,Jaguares,Once Caldas,0,0,D,0,0,1,1
2019,Finalización,2019-08-12,Tolima,Deportivo Pereira,1,1,D,0,2,1,1
2019,Finalización,2019-08-12,Boyacá Chicó,Medellín,3,1,H,2,4,3,0
2019,Finalización,2019-08-13,Santa Fe,Pasto,2,0,H,2,2,3,0
2019,Finalización,2019-08-13,Pasto,La Equidad,2,4,A,-2,6,0,3
2019,Finalización,2019-08-13,Medellín,Millonarios,4,3,H,1,7,3,0
2019,Finalización,2019-08-13,Patriotas,Medellín,1,2,A,-1,3,0,3
2019,Finalización,2019-08-13,Once Caldas,América de Cali,0,2,A,-2,2,0,3
2019,Finalización,2019-08-13,Unión Magdalena,Deportivo Pereira,1,2,A,-1,3,0,3
2019,Finalización,2019-08-13,Once Caldas,Atlético Nacional,3,1,H,2,4,3,0
2019,Finalización,2019-08-13,Atlético Nacional,La Equidad,2,0,H,2,2,3,0
2019,Finalización,2019-08-14,Alianza Petrolera,Medellín,1,0,H,1,1,3,0
2019,Finalización,2019-08-14,Junior,Envigado,1,3,A,-2,4,0,3
2019,Finalización,2019-08-14,Águilas Doradas,Deportivo Cali,0,2,A,-2,2,0,3
2019,Finalización,2019-08-15,Jaguares,Alianza Petrolera,3,1,H,2,4,3,0
2019,Finalización,2019-08-15,Patriotas,Alianza Petrolera,0,0,D,0,0,1,1
2019,Finalización,2019-08-15,Deportivo Pereira,Santa Fe,2,4,A,-2,6,0,3
2019,Finalización,2019-08-16,Alianza Petrolera,Unión Magdalena,2,0,H,2,2,3,0
2019,Finalización,2019-08-16,Santa Fe,Once Caldas,0,0,D,0,0,1,1
2019,Finalización,2019-08-16,Patriotas,Pasto,2,0,H,2,2,3,0
2019,Finalización,2019-08-17,Millonarios,Unión Magdalena,2,1,H,1,3,3,0
2019,Finalización,2019-08-18,Deportivo Cali,Envigado,1,3,A,-2,4,0,3
2019,Finalización,2019-08-18,Envigado,Once Caldas,3,1,H,2,4,3,0
2019,Finalización,2019-08-18,Unión Magdalena,Águilas Doradas,1,0,H,1,1,3,0
2019,Finalización,2019-08-19,Junior,Unión Magdalena,0,0,D,0,0,1,1
2019,Finalización,2019-08-19,Pasto,Unión Magdalena,1,1,D,0,2,1,1
2019,Finalización,2019-08-20,Unión Magdalena,Alianza Petrolera,1,1,D,0,2,1,1
2019,Finalización,2019-08-21,Once Caldas,Junior,2,1,H,1,3,3,0
2019,Finalización,2019-08-22,Santa Fe,Alianza Petrolera,2,1,H,1,3,3,0
2019,Finalización,2019-08-22,Junior,Santa Fe,1,1,D,0,2,1,1
2019,Finalización,2019-08-23,Medellín,Patriotas,2,0,H,2,2,3,0
2019,Finalización,2019-08-24,Atlético Nacional,Tolima,2,1,H,1,3,3,0
2019,Finalización,2019-08-25,América de Cali,Pasto,1,0,H,1,1,3,0
2019,Finalización,2019-08-25,Unión Magdalena,Pasto,4,0,H,4,4,3,0
2019,Finalización,2019-08-25,Medellín,Jaguares,3,3,D,0,6,1,1
2019,Finalización,2019-08-26,La Equidad,Envigado,0,0,D,0,0,1,1
2019,Finalización,2019-08-26,Boyacá Chicó,Águilas Doradas,1,0,H,1,1,3,0
2019,Finalización,2019-08-26,Bucaramanga,Unión Magdalena,1,1,D,0,2,1,1
2019,Finalización,2019-08-27,Atlético Nacional,Millonarios,2,0,H,2,2,3,0
2019,Finalización,2019-08-27,Unión Magdalena,Tolima,1,2,A,-1,3,0,3
2019,Finalización,2019-09-01,Deportivo Pereira,Atlético Nacional,0,0,D,0,0,1,1
2019,Finalización,2019-09-03,Santa Fe,Medellín,2,1,H,1,3,3,0
2019,Finalización,2019-09-03,Medellín,Pasto,1,2,A,-1,3,0,3
2019,Finalización,2019-09-04,Pasto,América de Cali,2,1,H,1,3,3,0
2019,Finalización,2019-09-05,Once Caldas,Jaguares,0,1,A,-1,1,0,3
2019,Finalización,2019-09-05,Atlético Nacional,Patriotas,2,0,H,2,2,3,0
2019,Finalización,2019-09-05,Deportivo Pereira,Deportivo Cali,2,1,H,1,3,3,0
2019,Finalización,2019-09-06,Envigado,América de Cali,3,1,H,2,4,3,0
2019,Finalización,2019-09-06,Boyacá Chicó,Atlético Nacional,2,0,H,2,2,3,0
2019,Finalización,2019-09-07,Tolima,Santa Fe,3,1,H,2,4,3,0
2019,Finalización,2019-09-07,Millonarios,Envigado,0,1,A,-1,1,0,3
2019,Finalización,2019-09-07,Tolima,Bucaramanga,3,1,H,2,4,3,0
2019,Finalización,2019-09-08,Junior,Deportivo Cali,3,0,H,3,3,3,0
2019,Finalización,2019-09-08,Deportivo Pereira,América de Cali,2,0,H,2,2,3,0
2019,Finalización,2019-09-09,América de Cali,Santa Fe,0,1,A,-1,1,0,3
2019,Finalización,2019-09-10,Atlético Nacional,Once Caldas,2,0,H,2,2,3,0
2019,Finalización,2019-09-10,Millonarios,Atlético Nacional,1,1,D,0,2,1,1
2019,Finalización,2019-09-10,Deportivo Pereira,Unión Magdalena,0,0,D,0,0,1,1
2019,Finalización,2019-09-11,Alianza Petrolera,Bucaramanga,2,3,A,-1,5,0,3
2019,Finalización,2019-09-11,América de Cali,Patriotas,3,0,H,3,3,3,0
2019,Finalización,2019-09-11,Unión Magdalena,Once Caldas,0,1,A,-1,1,0,3
2019,Finalización,2019-09-12,Millonarios,Deportivo Cali,4,0,H,4,4,3,0
2019,Finalización,2019-09-12,Jaguares,Millonarios,0,1,A,-1,1,0,3
2019,Finalización,2019-09-12,Águilas Doradas,Junior,1,1,D,0,2,1,1
2019,Finalización,2019-09-13,Deportivo Pereira,Tolima,2,2,D,0,4,1,1
2019,Finalización,2019-09-14,Deportivo Pereira,Alianza Petrolera,0,0,D,0,0,1,1
2019,Finalización,2019-09-14,Bucaramanga,Atlético Nacional,1,1,D,0,2,1,1
2019,Finalización,2019-09-14,Bucaramanga,Alianza Petrolera,1,1,D,0,2,1,1
2019,Finalización,2019-09-14,Once Caldas,Tolima,1,0,H,1,1,3,0
2019,Finalización,2019-09-15,Jaguares,Patriotas,3,2,H,1,5,3,0
2019,Finalización,2019-09-15,Águilas Doradas,Deportivo Pereira,1,2,A,-1,3,0,3
2019,Finalización,2019-09-15,Tolima,Atlético Nacional,2,0,H,2,2,3,0
2019,Finalización,2019-09-16,Junior,Millonarios,1,1,D,0,2,1,1
2019,Finalización,2019-09-16,La Equidad,Jaguares,3,1,H,2,4,3,0
2019,Finalización,2019-09-18,Jaguares,Águilas Doradas,2,2,D,0,4,1,1
2019,Finalización,2019-09-18,Envigado,Santa Fe,0,0,D,0,0,1,1
2019,Finalización,2019-09-18,Boyacá Chicó,Pasto,1,0,H,1,1,3,0
2019,Finalización,2019-09-19,Envigado,Unión Magdalena,2,1,H,1,3,3,0
2019,Finalización,2019-09-20,Junior,Atlético Nacional,0,0,D,0,0,1,1
2019,Finalización,2019-09-20,Once Caldas,Boyacá Chicó,1,0,H,1,1,3,0
2019,Finalización,2019-09-21,Deportivo Pereira,Jaguares,0,2,A,-2,2,0,3
2019,Finalización,2019-09-21,Águilas Doradas,Unión Magdalena,1,2,A,-1,3,0,3
2019,Finalización,2019-09-21,Envigado,Tolima,0,2,A,-2,2,0,3
2019,Finalización,2019-09-22,La Equidad,Millonarios,0,0,D,0,0,1,1
2019,Finalización,2019-09-22,Jaguares,Boyacá Chicó,0,2,A,-2,2,0,3
2019,Finalización,2019-09-22,Tolima,Once Caldas,2,2,D,0,4,1,1
2019,Finalización,2019-09-23,Patriotas,Bucaramanga,2,1,H,1,3,3,0
2019,Finalización,2019-09-23,Millonarios,Medellín,0,0,D,0,0,1,1
2019,Finalización,2019-09-24,Águilas Doradas,Bucaramanga,2,1,H,1,3,3,0
2019,Finalización,2019-09-24,Águilas Doradas,Boyacá Chicó,1,1,D,0,2,1,1
2019,Finalización,2019-09-24,América de Cali,Bucaramanga,1,0,H,1,1,3,0
2019,Finalización,2019-09-25,Junior,Pasto,2,0,H,2,2,3,0
2019,Finalización,2019-09-25,Medellín,Alianza Petrolera,1,0,H,1,1,3,0
2019,Finalización,2019-09-25,Santa Fe,Bucaramanga,0,0,D,0,0,1,1
2019,Finalización,2019-09-26,Once Caldas,Medellín,2,0,H,2,2,3,0
2019,Finalización,2019-09-26,Águilas Doradas,Once Caldas,6,1,H,5,7,3,0
2019,Finalización,2019-09-26,Bucaramanga,Jaguares,0,1,A,-1,1,0,3
2019,Finalización,2019-09-26,América de Cali,Junior,1,1,D,0,2,1,1
2019,Finalización,2019-09-27,Deportivo Cali,Deportivo Pereira,0,1,A,-1,1,0,3
2019,Finalización,2019-09-27,Deportivo Pereira,Envigado,3,0,H,3,3,3,0
2019,Finalización,2019-09-27,Junior,Medellín,1,0,H,1,1,3,0
2019,Finalización,2019-09-28,Tolima,Junior,1,0,H,1,1,3,0
2019,Finalización,2019-09-28,Medellín,Junior,4,0,H,4,4,3,0
2019,Finalización,2019-09-28,Millonarios,Águilas Doradas,1,1,D,0,2,1,1
2019,Finalización,2019-10-01,Tolima,Jaguares,1,0,H,1,1,3,0
2019,Finalización,2019-10-01,Santa Fe,Unión Magdalena,1,4,A,-3,5,0,3
2019,Finalización,2019-10-01,Bucaramanga,Medellín,1,2,A,-1,3,0,3
2019,Finalización,2019-10-02,La Equidad,Bucaramanga,2,0,H,2,2,3,0
2019,Finalización,2019-10-02,Alianza Petrolera,Águilas Doradas,3,1,H,2,4,3,0
2019,Finalización,2019-10-02,Águilas Doradas,La Equidad,0,3,A,-3,3,0,3
2019,Finalización,2019-10-03,Águilas Doradas,Envigado,2,2,D,0,4,1,1
2019,Finalización,2019-10-05,Unión Magdalena,Santa Fe,1,0,H,1,1,3,0
2019,Finalización,2019-10-06,Unión Magdalena,Bucaramanga,0,1,A,-1,1,0,3
2019,Finalización,2019-10-06,Alianza Petrolera,Junior,1,0,H,1,1,3,0
2019,Finalización,2019-10-07,Millonarios,Jaguares,2,2,D,0,4,1,1
2019,Finalización,2019-10-07,Atlético Nacional,América de Cali,0,1,A,-1,1,0,3
2019,Finalización,2019-10-08,América de Cali,Boyacá Chicó,0,3,A,-3,3,0,3
2019,Finalización,2019-10-08,Junior,Tolima,1,0,H,1,1,3,0
2019,Finalización,2019-10-08,Santa Fe,Millonarios,0,3,A,-3,3,0,3
2019,Finalización,2019-10-09,Bucaramanga,La Equidad,2,2,D,0,4,1,1
2019,Finalización,2019-10-09,Medellín,Once Caldas,1,2,A,-1,3,0,3
2019,Finalización,2019-10-09,Jaguares,América de Cali,2,0,H,2,2,3,0
2019,Finalización,2019-10-10,Envigado,Bucaramanga,5,2,H,3,7,3,0
2019,Finalización,2019-10-11,Medellín,Envigado,1,2,A,-1,3,0,3
2019,Finalización,2019-10-11,La Equidad,Alianza Petrolera,2,1,H,1,3,3,0
2019,Finalización,2019-10-11,Alianza Petrolera,Patriotas,1,2,A,-1,3,0,3
2019,Finalización,2019-10-11,Unión Magdalena,Jaguares,0,1,A,-1,1,0,3
2019,Finalización,2019-10-12,Patriotas,Envigado,4,1,H,3,5,3,0
2019,Finalización,2019-10-12,América de Cali,Deportivo Cali,0,0,D,0,0,1,1
2019,Finalización,2019-10-13,Atlético Nacional,Unión Magdalena,3,2,H,1,5,3,0
2019,Finalización,2019-10-13,Once Caldas,La Equidad,0,1,A,-1,1,0,3
2019,Finalización,2019-10-14,La Equidad,Medellín,1,1,D,0,2,1,1
2019,Finalización,2019-10-14,Bucaramanga,Deportivo Pereira,2,1,H,1,3,3,0
2019,Finalización,2019-10-15,Bucaramanga,América de Cali,0,0,D,0,0,1,1
2019,Finalización,2019-10-16,Envigado,Deportivo Cali,3,0,H,3,3,3,0
2019,Finalización,2019-10-16,La Equidad,Junior,0,0,D,0,0,1,1
2019,Finalización,2019-10-16,Alianza Petrolera,Millonarios,0,1,A,-1,1,0,3
2019,Finalización,2019-10-16,Tolima,Boyacá Chicó,1,0,H,1,1,3,0
2019,Finalización,2019-10-18,Atlético Nacional,Alianza Petrolera,0,0,D,0,0,1,1
2019,Finalización,2019-10-19,América de Cali,Tolima,2,2,D,0,4,1,1
2019,Finalización,2019-10-19,Unión Magdalena,Atlético Nacional,1,3,A,-2,4,0,3
2019,Finalización,2019-10-20,Millonarios,La Equidad,1,0,H,1,1,3,0
2019,Finalización,2019-10-20,Boyacá Chicó,América de Cali,5,1,H,4,6,3,0
2019,Finalización,2019-10-20,Deportivo Cali,Tolima,0,0,D,0,0,1,1
2019,Finalización,2019-10-21,Once Caldas,Águilas Doradas,3,0,H,3,3,3,0
2019,Finalización,2019-10-21,Junior,Boyacá Chicó,1,1,D,0,2,1,1
2019,Finalización,2019-10-22,Alianza Petrolera,Santa Fe,2,1,H,1,3,3,0
2019,Finalización,2019-10-22,Tolima,Águilas Doradas,0,0,D,0,0,1,1
2019,Finalización,2019-10-23,Águilas Doradas,Jaguares,1,0,H,1,1,3,0
2019,Finalización,2019-10-23,Unión Magdalena,Boyacá Chicó,1,1,D,0,2,1,1
2019,Finalización,2019-10-24,Once Caldas,Santa Fe,0,0,D,0,0,1,1
2019,Finalización,2019-10-24,Boyacá Chicó,Jaguares,2,3,A,-1,5,0,3
2019,Finalización,2019-10-25,Deportivo Cali,Alianza Petrolera,2,2,D,0,4,1,1
2019,Finalización,2019-10-25,Alianza Petrolera,La Equidad,3,2,H,1,5,3,0
2019,Finalización,2019-10-25,Alianza Petrolera,Deportivo Cali,1,3,A,-2,4,0,3
2019,Finalización,2019-10-25,Envigado,Medellín,2,1,H,1,3,3,0
2019,Finalización,2019-10-25,Bucaramanga,Junior,5,3,H,2,8,3,0
2019,Finalización,2019-10-26,Envigado,Boyacá Chicó,1,2,A,-1,3,0,3
2019,Finalización,2019-10-26,Águilas Doradas,Pasto,2,2,D,0,4,1,1
2019,Finalización,2019-10-26,Águilas Doradas,Millonarios,1,2,A,-1,3,0,3
2019,Finalización,2019-10-26,Jaguares,Santa Fe,1,1,D,0,2,1,1
2019,Finalización,2019-10-27,Santa Fe,Águilas Doradas,2,2,D,0,4,1,1
2019,Finalización,2019-10-28,Tolima,Unión Magdalena,0,1,A,-1,1,0,3
2019,Finalización,2019-11-01,Boyacá Chicó,Envigado,1,3,A,-2,4,0,3
2019,Finalización,2019-11-01,Pasto,Envigado,1,1,D,0,2,1,1
2019,Finalización,2019-11-01,Águilas Doradas,Patriotas,1,0,H,1,1,3,0
2019,Finalización,2019-11-01,Unión Magdalena,Deportivo Cali,2,0,H,2,2,3,0
2019,Finalización,2019-11-01,Alianza Petrolera,Envigado,2,1,H,1,3,3,0
2019,Finalización,2019-11-01,Once Caldas,Deportivo Cali,1,2,A,-1,3,0,3
2019,Finalización,2019-11-02,Alianza Petrolera,Deportivo Pereira,1,1,D,0,2,1,1
2019,Finalización,2019-11-02,Deportivo Cali,Pasto,2,0,H,2,2,3,0
2019,Finalización,2019-11-03,Boyacá Chicó,Santa Fe,3,1,H,2,4,3,0
2019,Finalización,2019-11-03,Millonarios,Once Caldas,1,0,H,1,1,3,0
2019,Finalización,2019-11-04,Deportivo Cali,Bucaramanga,1,0,H,1,1,3,0
2019,Finalización,2019-11-04,Alianza Petrolera,Pasto,0,0,D,0,0,1,1
2019,Finalización,2019-11-05,Deportivo Cali,América de Cali,3,0,H,3,3,3,0
2019,Finalización,2019-11-05,Santa Fe,Deportivo Cali,1,0,H,1,1,3,0
2019,Finalización,2019-11-06,Águilas Doradas,América de Cali,0,1,A,-1,1,0,3
2019,Finalización,2019-11-07,Santa Fe,Envigado,0,0,D,0,0,1,1
2019,Finalización,2019-11-07,La Equidad,Atlético Nacional,3,4,A,-1,7,0,3
2019,Finalización,2019-11-07,Jaguares,Tolima,0,2,A,-2,2,0,3
2019,Finalización,2019-11-08,América de Cali,Medellín,0,3,A,-3,3,0,3
2019,Finalización,2019-11-09,Once Caldas,Unión Magdalena,0,0,D,0,0,1,1
2019,Finalización,2019-11-09,Tolima,Pasto,0,2,A,-2,2,0,3
2019,Finalización,2019-11-09,Alianza Petrolera,América de Cali,2,2,D,0,4,1,1
2019,Finalización,2019-11-09,Boyacá Chicó,Alianza Petrolera,1,2,A,-1,3,0,3
2019,Finalización,2019-11-09,Deportivo Cali,Medellín,3,0,H,3,3,3,0
2019,Finalización,2019-11-09,Once Caldas,Deportivo Pereira,3,1,H,2,4,3,0
2019,Finalización,2019-11-09,América de Cali,Once Caldas,3,1,H,2,4,3,0
2019,Finalización,2019-11-10,Deportivo Cali,Unión Magdalena,1,0,H,1,1,3,0
2019,Finalización,2019-11-10,Millonarios,Bucaramanga,1,0,H,1,1,3,0
2019,Finalización,2019-11-10,Junior,Jaguares,1,2,A,-1,3,0,3
2019,Finalización,2019-11-11,Patriotas,Unión Magdalena,2,2,D,0,4,1,1
2019,Finalización,2019-11-12,Deportivo Pereira,Junior,1,0,H,1,1,3,0
2019,Finalización,2019-11-12,Tolima,Millonarios,1,0,H,1,1,3,0
2019,Finalización,2019-11-12,América de Cali,Atlético Nacional,1,0,H,1,1,3,0
2019,Finalización,2019-11-13,Pasto,Santa Fe,1,2,A,-1,3,0,3
2019,Finalización,2019-11-13,Jaguares,Pasto,3,1,H,2,4,3,0
2019,Finalización,2019-11-14,La Equidad,Santa Fe,2,0,H,2,2,3,0
2019,Finalización,2019-11-14,Alianza Petrolera,Jaguares,2,0,H,2,2,3,0
2019,Finalización,2019-11-16,América de Cali,Millonarios,3,0,H,3,3,3,0
2019,Finalización,2019-11-16,Medellín,América de Cali,1,0,H,1,1,3,0
2019,Finalización,2019-11-16,Pasto,Águilas Doradas,1,1,D,0,2,1,1
2019,Finalización,2019-11-17,Medellín,Tolima,0,4,A,-4,4,0,3
2019,Finalización,2019-11-17,Jaguares,Deportivo Cali,0,0,D,0,0,1,1
2019,Finalización,2019-11-17,Tolima,Alianza Petrolera,0,0,D,0,0,1,1
2019,Finalización,2019-11-18,Bucaramanga,Deportivo Cali,1,0,H,1,1,3,0
2019,Finalización,2019-11-21,Deportivo Cali,Boyacá Chicó,0,0,D,0,0,1,1
2019,Finalización,2019-11-22,La Equidad,América de Cali,1,4,A,-3,5,0,3
2019,Finalización,2019-11-22,Alianza Petrolera,Tolima,2,2,D,0,4,1,1
2019,Finalización,2019-11-22,Envigado,La Equidad,5,3,H,2,8,3,0
2019,Finalización,2019-11-22,América de Cali,Envigado,4,1,H,3,5,3,0
2019,Finalización,2019-11-23,Tolima,Patriotas,3,3,D,0,6,1,1
2019,Finalización,2019-11-23,América de Cali,Jaguares,0,0,D,0,0,1,1
2019,Finalización,2019-11-23,Envigado,Jaguares,0,1,A,-1,1,0,3
2019,Finalización,2019-11-24,Once Caldas,Millonarios,2,1,H,1,3,3,0
2019,Finalización,2019-11-24,Boyacá Chicó,Once Caldas,2,0,H,2,2,3,0
2019,Finalización,2019-11-24,Deportivo Pereira,Bucaramanga,3,0,H,3,3,3,0
2019,Finalización,2019-11-25,Tolima,Envigado,0,1,A,-1,1,0,3
2019,Finalización,2019-11-26,Millonarios,Pasto,1,1,D,0,2,1,1
2019,Finalización,2019-11-26,Patriotas,Once Caldas,0,2,A,-2,2,0,3
2019,Finalización,2019-11-27,Alianza Petrolera,Boyacá Chicó,1,0,H,1,1,3,0
2019,Finalización,2019-11-27,Deportivo Pereira,Medellín,0,2,A,-2,2,0,3
2019,Finalización,2019-11-28,Deportivo Pereira,Once Caldas,2,0,H,2,2,3,0
2019,Finalización,2019-11-28,Bucaramanga,Pasto,0,0,D,0,0,1,1
2019,Finalización,2019-11-28,Jaguares,Bucaramanga,2,0,H,2,2,3,0
2019,Finalización,2019-12-01,La Equidad,Deportivo Cali,0,0,D,0,0,1,1
2019,Finalización,2019-12-05,Junior,La Equidad,1,0,H,1,1,3,0
2019,Finalización,2019-12-05,Bucaramanga,Boyacá Chicó,4,0,H,4,4,3,0
2019,Finalización,2019-12-06,Atlético Nacional,Medellín,1,0,H,1,1,3,0
2019,Finalización,2019-12-06,Pasto,Deportivo Pereira,4,0,H,4,4,3,0
2019,Finalización,2019-12-06,Deportivo Cali,Santa Fe,4,1,H,3,5,3,0
2019,Finalización,2019-12-06,Jaguares,Medellín,1,2,A,-1,3,0,3
2019,Finalización,2019-12-06,Boyacá Chicó,Deportivo Pereira,1,1,D,0,2,1,1
2019,Finalización,2019-12-07,Pasto,Millonarios,1,1,D,0,2,1,1
2019,Finalización,2019-12-07,Once Caldas,Bucaramanga,3,2,H,1,5,3,0
2019,Finalización,2019-12-07,Atlético Nacional,Águilas Doradas,2,1,H,1,3,3,0
2019,Finalización,2019-12-08,Atlético Nacional,Junior,1,0,H,1,1,3,0
2019,Finalización,2019-12-08,Águilas Doradas,Atlético Nacional,2,1,H,1,3,3,0
2019,Finalización,2019-12-08,Pasto,Alianza Petrolera,1,3,A,-2,4,0,3
2019,Finalización,2019-12-08,Deportivo Cali,Millonarios,2,1,H,1,3,3,0
2019,Finalización,2019-12-09,Deportivo Cali,Jaguares,5,0,H,5,5,3,0
2019,Finalización,2019-12-09,Patriotas,Águilas Doradas,3,1,H,2,4,3,0
2019,Finalización,2019-12-11,América de Cali,Unión Magdalena,1,1,D,0,2,1,1
2019,Finalización,2019-12-11,Santa Fe,Boyacá Chicó,2,0,H,2,2,3,0
2019,Finalización,2019-12-11,Envigado,Millonarios,2,1,H,1,3,3,0
2019,Finalización,2019-12-11,Envigado,Águilas Doradas,2,0,H,2,2,3,0
2019,Finalización,2019-12-12,Bucaramanga,Santa Fe,2,1,H,1,3,3,0
2019,Finalización,2019-12-12,Junior,Patriotas,2,0,H,2,2,3,0
2019,Finalización,2019-12-12,Águilas Doradas,Santa Fe,3,1,H,2,4,3,0
2019,Finalización,2019-12-12,La Equidad,Deportivo Pereira,1,1,D,0,2,1,1
2019,Finalización,2019-12-14,América de Cali,Alianza Petrolera,2,0,H,2,2,3,0
2019,Finalización,2019-12-14,Pasto,Patriotas,1,0,H,1,1,3,0
2019,Finalización,2019-12-15,Bucaramanga,Millonarios,1,0,H,1,1,3,0
2019,Finalización,2019-12-15,Santa Fe,Tolima,2,0,H,2,2,3,0
2019,Finalización,2019-12-15,Santa Fe,La Equidad,1,1,D,0,2,1,1
2019,Finalización,2019-12-15,Millonarios,Deportivo Pereira,1,1,D,0,2,1,1
2019,Finalización,2019-12-15,Medellín,Atlético Nacional,2,1,H,1,3,3,0
2019,Finalización,2019-12-16,Patriotas,La Equidad,3,0,H,3,3,3,0
2019,Finalización,2019-12-17,Tolima,Medellín,2,0,H,2,2,3,0
2019,Finalización,2019-12-18,Deportivo Cali,Atlético Nacional,2,3,A,-1,5,0,3
2019,Finalización,2019-12-18,Once Caldas,Pasto,1,0,H,1,1,3,0
2019,Finalización,2019-12-20,Alianza Petrolera,Once Caldas,0,1,A,-1,1,0,3
2019,Finalización,2019-12-20,Águilas Doradas,Medellín,3,1,H,2,4,3,0
2019,Finalización,2019-12-20,Unión Magdalena,Medellín,1,1,D,0,2,1,1
2019,Finalización,2019-12-21,América de Cali,Deportivo Pereira,1,1,D,0,2,1,1
2019,Finalización,2019-12-21,Boyacá Chicó,Junior,5,0,H,5,5,3,0
2019,Finalización,2019-12-21,La Equidad,Águilas Doradas,0,3,A,-3,3,0,3
2019,Finalización,2019-12-22,Jaguares,Envigado,0,1,A,-1,1,0,3
2019,Finalización,2019-12-22,Deportivo Pereira,Boyacá Chicó,1,1,D,0,2,1,1
2019,Finalización,2019-12-22,Santa Fe,Atlético Nacional,1,1,D,0,2,1,1
2019,Finalización,2019-12-23,Medellín,Deportivo Pereira,2,0,H,2,2,3,0
2019,Finalización,2019-12-23,Bucaramanga,Tolima,0,1,A,-1,1,0,3
2019,Finalización,2019-12-23,Unión Magdalena,Millonarios,2,1,H,1,3,3,0
2019,Finalización,2019-12-24,Boyacá Chicó,La Equidad,2,0,H,2,2,3,0
2019,Finalización,2019-12-24,Pasto,Medellín,0,0,D,0,0,1,1
2019,Finalización,2019-12-24,Boyacá Chicó,Tolima,2,2,D,0,4,1,1
2019,Finalización,2019-12-25,Jaguares,Atlético Nacional,1,2,A,-1,3,0,3
2019,Finalización,2019-12-25,Patriotas,Boyacá Chicó,0,0,D,0,0,1,1
2019,Finalización,2019-12-25,Patriotas,Jaguares,1,0,H,1,1,3,0
2019,Finalización,2019-12-25,Millonarios,Boyacá Chicó,1,1,D,0,2,1,1
2019,Finalización,2019-12-27,Atlético Nacional,Envigado,3,4,A,-1,7,0,3
2019,Finalización,2019-12-28,Millonarios,América de Cali,2,0,H,2,2,3,0
2020,Apertura,2020-01-01,Pasto,Santa Fe,1,3,A,-2,4,0,3
